>>>  [RYBNIK];;;;;(c) PZI 'TARAN' Mielec  www.taran.com.pl **;;19.11.2021;;07:10;#1;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

Przystanki:;;;;;;;;;;;;;;

;;;;;;;;;;;;

Lp; Ulica ; Nazwa przystanku ;;;; S³upek ; Nrprzystanku ; Nrs³upka ; Strefa ; PKPasa ; PKKier ; Nr inwentarzowy ; Urz¹dzenie przystankowe ;;; Autobus ; Inny - Techniczny ; Koleje PKP; GPS-D³ugoœæ ; GPS-Szerokoœæ ; GPS-pochodzenia ; GPS-Strefa; Lok.wg drogi; Nazwa skrócona ; Nazwa na wydruk ; Nazwa dla SRG ; Piktogram ; Wymowa skrócona ; Wymowa rozszerzona ; Ulica ; Miejscowoœæ ; Kraj ; Gmina ; Osiedle ; Nazwakrañca ; Ids³upka ; Modyfikowa³ ; Data edycji; Godzedycji ; Symbol przystanku ;; Symbol s³upka;; Dodatkowe inf. ;;
716;;Raszczyce Koœció³;;;;¯ytna;324;1;1;;;;;;;ABus;;;18,18,08.2;50,07,14.8;Brak;50;;Raszczyce Koœ;Raszczyce Koœció³;Raszczyce Koœ;;Raszczyce Koœció³;Raszczyce Koœció³;;Lyski;;LYSKI;;;876;.GRZEGORZ;09-11-2020;11:27:32;;;;;;;
717;;Raszczyce Osrodek Zdrowia;;;;;425;0;1;;;;;;;ABus;;;18,17,12.9;50,07,14.1;Brak;0;;Raszczyce OZ;Raszczyce Osrodek Zdrowia;Raszczyce OZ;;;;;Lyski;;LYSKI;;;874;.GRZEGORZ;07-01-2021;07:31:51;;;;;;;
718;;Raszczyce Osrodek Zdrowia;;;;R Koœæ;425;1;1;;;;;;;ABus;;;18,17,12.9;50,07,14.1;Brak;0;;Raszczyce OZ;Raszczyce Osrodek Zdrowia;Raszczyce OZ;;;;;Lyski;;LYSKI;;;875;.GRZEGORZ;07-01-2021;07:32:24;;;;;;;
719;;Ruda Kozielska;;;;Rudy;232;1;1;;;;;;;ABus;;;18,24,51.8;50,12,02.2;Brak;50;;Ruda Kozielska;Ruda Kozielska;Ruda Kozielska;;Ruda Kozielska;Ruda Kozielska;;Ruda Kozielska;;KUNIARACIBORSKA;;;480;DBTARAN1;27-08-2009;19:06:24;;;;;;;
720;;Ruda Kozielska;;;;KRac;232;0;1;;;;;;;ABus;;;18,24,52.9;50,12,02.9;Brak;50;;Ruda Kozielska;Ruda Kozielska;Ruda Kozielska;;Ruda Kozielska;Ruda Kozielska;;Ruda Kozielska;;KUNIARACIBORSKA;;;479;DBTARAN1;27-08-2009;19:06:24;;;;;;;
721;;Ruda Kozielska Las;;;;KRac;233;11;1;;;;;;;ABus;;;18,24,02.9;50,12,11.2;Brak;50;;RKoz Las;Ruda Kozielska Las;RKoz Las;;Ruda Kozielska Las;Ruda Kozielska Las;;Ruda Kozielska;;KUNIARACIBORSKA;;;481;DBTARAN1;27-08-2009;19:06:24;;;;;;;
722;;Ruda Kozielska Las;;;;Rudy;233;12;0;;;;;;;ABus;;;18,24,02.9;50,12,11.2;Brak;50;;RKoz Las;Ruda Kozielska Las;RKoz Las;;Ruda Kozielska Las;Ruda Kozielska Las;;Ruda Kozielska;;KUNIARACIBORSKA;;;482;DBTARAN1;27-08-2009;19:06:24;;;;;;;
723;;Ruda Kozielska Stra¿;;;;Rudy;231;1;1;;;;;;;ABus;;;18,25,22.1;50,12,00.0;Brak;50;;R Kozielska I;Ruda Kozielska Stra¿;R Kozielska I;;Ruda Kozielska Stra¿;Ruda Kozielska Stra¿;;Ruda Kozielska;;KUNIARACIBORSKA;;;478;DBTARAN1;27-08-2009;19:06:24;;;;;;;
724;;Ruda Kozielska Stra¿;;;;KRac;231;0;1;;;;;;;ABus;;;18,25,26.0;50,12,00.0;Brak;50;;R Kozielska I;Ruda Kozielska Stra¿;R Kozielska I;;Ruda Kozielska Stra¿;Ruda Kozielska Stra¿;;Ruda Kozielska;;KUNIARACIBORSKA;;;477;DBTARAN1;27-08-2009;19:06:24;;;;;;;
725;Kozielska;Rudy Koœció³;;;;Kon;116;0;1;;;;;;;ABus;;;18,26,49.9;50,11,33.0;Brak;50;;Rudy Koœció³;Rudy Koœció³;Rudy Koœció³;;Rudy Koœció³;Rudy Koœció³;Kozielska;Rudy;;KUNIARACIBORSKA;RUDY;;231;.GRZEGORZ;11-05-2017;09:40:25;;;;;;;
>>>  [RYBNIK];;;;;(c) PZI 'TARAN' Mielec  www.taran.com.pl **;;19.11.2021;;07:10;#26;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

Przystanki:;;;;;;;;;;;;;;

;;;;;;;;;;;;

Lp; Ulica ; Nazwa przystanku ;;;; S³upek ; Nrprzystanku ; Nrs³upka ; Strefa ; PKPasa ; PKKier ; Nr inwentarzowy ; Urz¹dzenie przystankowe ;;; Autobus ; Inny - Techniczny ; Koleje PKP; GPS-D³ugoœæ ; GPS-Szerokoœæ ; GPS-pochodzenia ; GPS-Strefa; Lok.wg drogi; Nazwa skrócona ; Nazwa na wydruk ; Nazwa dla SRG ; Piktogram ; Wymowa skrócona ; Wymowa rozszerzona ; Ulica ; Miejscowoœæ ; Kraj ; Gmina ; Osiedle ; Nazwakrañca ; Ids³upka ; Modyfikowa³ ; Data edycji; Godzedycji ; Symbol przystanku ;; Symbol s³upka;; Dodatkowe inf. ;;
726;Kozielska;Rudy Koœció³;;;;Stodo³y;116;1;1;;;;;;;ABus;;;18,26,49.9;50,11,33.0;Brak;150;;Rudy Koœció³;Rudy Koœció³;Rudy Koœció³;;Rudy Koœció³;Rudy Koœció³;Kozielska;Rudy;;KUNIARACIBORSKA;RUDY;;232;.GRZEGORZ;11-05-2017;09:40:25;;;;;;;
727;Kozielska;Rudy Koœció³;;;;Kon 44;116;2;1;;;;;;;ABus;;;18,26,49.9;50,11,33.0;Brak;50;;Rudy Koœció³;Rudy Koœció³;Rudy Koœció³;;Rudy Koœció³;Rudy Koœció³;Kozielska;Rudy;;KUNIARACIBORSKA;RUDY;;503;.GRZEGORZ;11-05-2017;09:40:25;;;;;;;
728;Rybnicka;Rudy Paproæ;;;;Rudy;113;0;1;;;;;;;ABus;;;18,28,32.9;50,10,26.4;Brak;50;;Rudy Paproæ;Rudy Paproæ;Rudy Paproæ;;Rudy Paproæ;Rudy Paproæ;Rybnicka;Rudy;;KUNIARACIBORSKA;RUDY;;225;.GRZEGORZ;11-05-2017;09:40:34;;;;;;;
729;Rybnicka;Rudy Paproæ;;;;Stodo³y;113;1;1;;;;;;;ABus;;;18,28,34.0;50,10,23.5;Brak;50;;Rudy Paproæ;Rudy Paproæ;Rudy Paproæ;;Rudy Paproæ;Rudy Paproæ;Rybnicka;Rudy;;KUNIARACIBORSKA;RUDY;;226;.GRZEGORZ;11-05-2017;09:40:34;;;;;;;
730;Rybnicka;Rudy Rybnicka;;;;Paproæ;114;1;1;;;;;;;ABus;;;18,27,32.0;50,10,58.1;Brak;50;;Rudy Rybnicka;Rudy Rybnicka;Rudy Rybnicka;;Rudy Rybnicka;Rudy Rybnicka;Rybnicka;Rudy;;KUNIARACIBORSKA;RUDY;;228;.GRZEGORZ;11-05-2017;09:40:43;;;;;;;
731;Rybnicka;Rudy Rybnicka;;;;Rudy;114;0;1;;;;;;;ABus;;;18,27,33.1;50,10,58.1;Brak;50;;Rudy Rybnicka;Rudy Rybnicka;Rudy Rybnicka;;Rudy Rybnicka;Rudy Rybnicka;Rybnicka;Rudy;;KUNIARACIBORSKA;RUDY;;227;.GRZEGORZ;11-05-2017;09:40:43;;;;;;;
732;Rybnicka;Rudy Skrzy¿owanie;;;;Koœció³;115;0;1;;;;;;;ABus;;;18,27,15.1;50,11,21.1;Brak;50;;Rudy Skrzy¿;Rudy Skrzy¿owanie;Rudy Skrzy¿;;Rudy Skrzy¿owanie;Rudy Skrzy¿owanie;Rybnicka;Rudy;;KUNIARACIBORSKA;RUDY;;229;.GRZEGORZ;11-05-2017;09:40:50;;;;;;;
733;Rybnicka;Rudy Skrzy¿owanie;;;;Paproæ;115;1;1;;;;;;;ABus;;;18,27,15.1;50,11,21.1;Brak;50;;Rudy Skrzy¿;Rudy Skrzy¿owanie;Rudy Skrzy¿;;Rudy Skrzy¿owanie;Rudy Skrzy¿owanie;Rybnicka;Rudy;;KUNIARACIBORSKA;RUDY;;230;.GRZEGORZ;11-05-2017;09:40:50;;;;;;;
734;Szkolna;Rudy Stacja KolejkiW¹skotorowej;;;;j;348;0;0;;;;;;;ABus;;;18,27,50.0;50,11,24.0;Brak;50;;W¹skotor;Rudy Stacja KolejkiW¹skotorowej;W¹skotor;;Rudy Stacja KolejkiW¹skotorowej;Rudy Stacja KolejkiW¹skotorowej;Szkolna;Rudy;;KUNIARACIBORSKA;RUDY;;704;DBTARAN1;15-03-2018;13:43:03;;;;;;;
735;Podmiejska;Rybnicka KuŸnia Basen;;;;Szko³a;247;0;0;;;;;;;ABus;;;18,31,15.0;50,07,46.0;Brak;50;;RK Basen;Rybnicka KuŸnia Basen;RK Basen;;Rybnicka KuŸnia Basen;Rybnicka KuŸnia Basen;Podmiejska;Rybnik;;RYBNIK;RYBNICKA KUNIA;;511;DBTARAN1;27-08-2009;19:06:24;;;;;;;
736;Podmiejska;Rybnicka KuŸnia Basen;;;;Kon;247;1;0;;;;;;;ABus;;;18,31,15.0;50,07,46.0;Brak;50;;RK Basen;Rybnicka KuŸnia Basen;RK Basen;;Rybnicka KuŸnia Basen;Rybnicka KuŸnia Basen;Podmiejska;Rybnik;;RYBNIK;RYBNICKA KUNIA;;512;DBTARAN1;27-08-2009;19:06:24;;;;;;;
737;Rybacka;Rybnicka KuŸnia Gimnazjum  I;;;;Wiel;243;0;0;;;;;;;ABus;;;18,31,39.0;50,07,14.0;Brak;50;;RK Gim;Rybnicka KuŸnia Gimnazjum;RK Gim;;Rybnicka KuŸnia Gimnazjum;Rybnicka KuŸnia Gimnazjum;Rybacka;Rybnik;;RYBNIK;RYBNICKA KUNIA;;504;DBTARAN1;17-06-2013;07:42:15;;;;;;;
738;Rybacka;Rybnicka KuŸnia Gimnazjum  I;;;;Orzep;243;1;0;;;;;;;ABus;;;18,31,39.0;50,07,14.0;Brak;50;;RK Gim;Rybnicka KuŸnia Gimnazjum;RK Gim;;Rybnicka KuŸnia Gimnazjum;Rybnicka KuŸnia Gimnazjum;Rybacka;Rybnik;;RYBNIK;RYBNICKA KUNIA;;505;DBTARAN1;17-06-2013;07:42:15;;;;;;;
739;Rybacka;Rybnicka KuŸnia Gimnazjum  I;;;;Kon;243;2;0;;;;;;;ABus;;;18,31,45.9;50,07,19.6;Brak;50;;RK Gim;Rybnicka KuŸnia Gimnazjum;RK Gim;;Rybnicka KuŸnia Gimnazjum;Rybnicka KuŸnia Gimnazjum;Rybacka;Rybnik;;RYBNIK;RYBNICKA KUNIA;;506;DBTARAN1;17-06-2013;07:42:15;;;;;;;
740;Budowlanych;Rybnik DKM;;;;DKM ST3;1;3;0;+;+;;;;;ABus;;;18,32,01.7;50,06,05.5;Brak;50;;DKM;Rybnik DKM;DKM;;Rybnik DKM;Rybnik DKM;Budowlanych;Rybnik;;RYBNIK;MAROKO NOWINY;;2;DBTARAN1;07-10-2010;08:50:05;;;;;;;
741;Budowlanych;Rybnik DKM;;;;DKM ST4;1;4;0;+;+;;;;;ABus;;;18,32,01.4;50,06,05.7;Brak;50;;DKM;Rybnik DKM;DKM;;Rybnik DKM;Rybnik DKM;Budowlanych;Rybnik;;RYBNIK;MAROKO NOWINY;;3;DBTARAN1;07-10-2010;08:50:05;;;;;;;
742;Budowlanych;Rybnik DKM;;;;DKM STA;1;5;0;+;+;;;;;ABus;;;18,31,60.0;50,06,04.3;Brak;150;;DKM;Rybnik DKM;DKM;;Rybnik DKM;Rybnik DKM;Budowlanych;Rybnik;;RYBNIK;MAROKO NOWINY;;4;DBTARAN1;07-10-2010;08:50:05;;;;;;;
743;Budowlanych;Rybnik DKM;;;;DKM ST1;1;6;0;+;+;;;;;ABus;;;18,32,02.7;50,06,04.7;Brak;150;;DKM;Rybnik DKM;DKM;;Rybnik DKM;Rybnik DKM;Budowlanych;Rybnik;;RYBNIK;MAROKO NOWINY;;49;DBTARAN1;07-10-2010;08:50:05;;;;;;;
744;Budowlanych;Rybnik DKM;;;;DKM ST2;1;2;0;+;+;;;;;ABus;;;18,32,02.0;50,06,05.4;Brak;50;;DKM;Rybnik DKM;DKM;;Rybnik DKM;Rybnik DKM;Budowlanych;Rybnik;;RYBNIK;MAROKO NOWINY;;1;DBTARAN1;07-10-2010;08:50:05;;;;;;;
745;Budowlanych;Rybnik Dworzec Autobusowy 2;;;;R Gli;293;0;0;;;;;;;ABus;;;18,32,01.8;50,06,05.0;Brak;20;;Rybnik DA 2;Rybnik Dworzec Autobusowy 2;DA 2;;Rybnik Dworzec Autobusowy;Rybnik Dworzec Autobusowy;Budowlanych;Rybnik;;RYBNIK;RYBNIK;;605;.GRZEGORZ;24-11-2017;12:01:39;;;;;;;
746;Budowlanych;Rybnik Dworzec Autobusowy 3;;;;Budowlanyc;294;0;0;;;;;;;ABus;;;18,32,01.5;50,06,05.1;Brak;20;;Rybnik DA 3;Rybnik Dworzec Autobusowy 3;DA 3;;Rybnik Dworzec Autobusowy;Rybnik Dworzec Autobusowy;Budowlanych;Rybnik;;RYBNIK;RYBNIK;;606;DBTARAN1;26-01-2018;06:48:31;;;;;;;
747;Budowlanych;Rybnik Dworzec Autobusowy 4;;;;Kotucza;295;0;0;;;;;;;ABus;;;18,32,01.1;50,06,05.5;Brak;20;;Rybnik DA 4;Rybnik Dworzec Autobusowy 4;DA 4;;Rybnik Dworzec Autobusowy;Rybnik Dworzec Autobusowy;Budowlanych;Rybnik;;RYBNIK;RYBNIK;;607;DBTARAN1;16-05-2018;13:11:33;;;;;;;
748;Budowlanych;Rybnik Dworzec Autobusowy 5;;;;Koniec;296;0;0;;;;;;;ABus;;;18,32,00.6;50,06,05.7;Brak;20;;Rybnik DA 5;Rybnik Dworzec Autobusowy 5;DA 5;;Rybnik Dworzec Autonusowy;Rybnik Dworzec Autobusowy;Budowlanych;Rybnik;;RYBNIK;RYBNIK;;608;.GRZEGORZ;11-05-2017;09:41:09;;;;;;;
749;Budowlanych;Rybnik Dworzec Autobusowy 5;;;;Regionalny;296;1;0;;;;;;;ABus;;;18,32,00.6;50,06,05.7;Brak;20;;Rybnik DA 5;Rybnik Dworzec Autobusowy 5;DA 5;;Rybnik Dworzec Autonusowy;Rybnik Dworzec Autobusowy;Budowlanych;Rybnik;;RYBNIK;RYBNIK;;710;.GRZEGORZ;11-05-2017;09:41:09;;;;;;;
750;Budowlanych;Rybnik Dworzec Autobusowy A;;;;Kon;297;0;0;;;;;;;ABus;;;18,32,00.2;50,06,04.3;Brak;20;;Rybnik DA A;Rybnik Dworzec Autobusowy A;DA A;;Rybnik Dworzec Autobusowy;Rybnik Dworzec Autobusowy;Budowlanych;Rybnik;;RYBNIK;RYBNIK;;609;.GRZEGORZ;26-01-2018;06:56:19;;;;;;;
751;Bema;Rydu³towy Bema Lidl;;;;R stadion;187;1;1;;;;;;;ABus;;;18,24,51.8;50,03,47.2;Brak;50;;Ryd Bema Lidl;Rydu³towy Bema Lidl;Ryd Bema Lidl;;Rydu³towy Bema Lidl;Rydu³towy Bema Lidl;Bema;Rydu³towy;;RYDU£TOWY;;;371;.GRZEGORZ;11-05-2017;09:41:26;;;;;;;
752;Bema;Rydu³towy Bema Lidl;;;;R Rynek;187;0;1;;;;;;;ABus;;;18,24,52.9;50,03,45.0;Brak;50;;Ryd Bema Lidl;Rydu³towy Bema Lidl;Ryd Bema Lidl;;Rydu³towy Bema Lidl;Rydu³towy Bema Lidl;Bema;Rydu³towy;;RYDU£TOWY;;;370;.GRZEGORZ;11-05-2017;09:41:26;;;;;;;
753;Bema;Rydu³towy Bema Raciborska;;;;R Stadion;185;0;1;;;;;;;ABus;;;18,24,24.8;50,04,18.1;Brak;50;;Ryd Bema Rac;Rydu³towy Bema Raciborska;Ryd Bema Rac;;Rydu³towy Bema Raciborska;Rydu³towy Bema Raciborska;Bema;Rydu³towy;;RYDU£TOWY;;;365;.GRZEGORZ;11-05-2017;09:41:36;;;;;;;
754;Bema;Rydu³towy Bema Raciborska;;;;Czernica;185;1;1;;;;;;;ABus;;;18,24,25.9;50,04,18.8;Brak;50;;Ryd Bema Rac;Rydu³towy Bema Raciborska;Ryd Bema Rac;;Rydu³towy Bema Raciborska;Rydu³towy Bema Raciborska;Bema;Rydu³towy;;RYDU£TOWY;;;366;.GRZEGORZ;11-05-2017;09:41:36;;;;;;;
>>>  [RYBNIK];;;;;(c) PZI 'TARAN' Mielec  www.taran.com.pl **;;19.11.2021;;07:10;#27;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;

Przystanki:;;;;;;;;;;;;;;

;;;;;;;;;;;;

Lp; Ulica ; Nazwa przystanku ;;;; S³upek ; Nrprzystanku ; Nrs³upka ; Strefa ; PKPasa ; PKKier ; Nr inwentarzowy ; Urz¹dzenie przystankowe ;;; Autobus ; Inny - Techniczny ; Koleje PKP; GPS-D³ugoœæ ; GPS-Szerokoœæ ; GPS-pochodzenia ; GPS-Strefa; Lok.wg drogi; Nazwa skrócona ; Nazwa na wydruk ; Nazwa dla SRG ; Piktogram ; Wymowa skrócona ; Wymowa rozszerzona ; Ulica ; Miejscowoœæ ; Kraj ; Gmina ; Osiedle ; Nazwakrañca ; Ids³upka ; Modyfikowa³ ; Data edycji; Godzedycji ; Symbol przystanku ;; Symbol s³upka;; Dodatkowe inf. ;;
755;Bema;Rydu³towy Bema Stadion;;;;Bema;186;0;1;;;;;;;ABus;;;18,24,38.9;50,04,03.0;Brak;50;;Ryd Stadion;Rydu³towy Bema Stadion;Ryd Stadion;;Rydu³towy Bema Stadion;Rydu³towy Bema Stadion;Bema;Rydu³towy;;RYDU£TOWY;;;367;.GRZEGORZ;11-05-2017;09:41:44;;;;;;;
756;Bema;Rydu³towy Bema Stadion;;;;R Skrzy¿;186;1;1;;;;;;;ABus;;;18,24,44.6;50,03,57.9;Brak;50;;Ryd Stadion;Rydu³towy Bema Stadion;Ryd Stadion;;Rydu³towy Bema Stadion;Rydu³towy Bema Stadion;Bema;Rydu³towy;;RYDU£TOWY;;;368;.GRZEGORZ;11-05-2017;09:41:44;;;;;;;
757;BohaterówWarszawy;Rydu³towy Bohaterów W-wyCegielnia;;;;Radlin;206;0;1;;;;;;;ABus;;;18,26,37.0;50,03,11.2;Brak;50;;Ryd Cegielnia;Rydu³towy Bohaterów W-wyCegielnia;Ryd Cegielnia;;Rydu³towy Bohaterów W-wyCegielnia;Rydu³towy Bohaterów W-wyCegielnia;BohaterówWarszawy;Rydu³towy;;RYDU£TOWY;;;417;.GRZEGORZ;11-05-2017;09:41:51;;;;;;;
758;BohaterówWarszawy;Rydu³towy Bohaterów W-wyCegielnia;;;;Ryd³towy;206;1;1;;;;;;;ABus;;;18,26,37.0;50,03,11.2;Brak;50;;Ryd Cegielnia;Rydu³towy Bohaterów W-wyCegielnia;Ryd Cegielnia;;Rydu³towy Bohaterów W-wyCegielnia;Rydu³towy Bohaterów W-wyCegielnia;BohaterówWarszawy;Rydu³towy;;RYDU£TOWY;;;418;.GRZEGORZ;24-11-2017;12:01:39;;;;;;;
759;BohaterówWarszawy;Rydu³towy Bohaterów W-wyOrlovska;;;;Cegielnia;207;0;1;;;;;;;ABus;;;18,25,58.1;50,03,20.9;Brak;50;;Ryd Orlovska;Rydu³towy Bohaterów W-wyOrlovska;Ryd Orlovska;;Rydu³towy Bohaterów W-wyOrlovska;Rydu³towy Bohaterów W-wyOrlovska;BohaterówWarszawy;Rydu³towy;;RYDU£TOWY;;;419;.GRZEGORZ;11-05-2017;09:42:13;;;;;;;
760;BohaterówWarszawy;Rydu³towy Bohaterów W-wyOrlovska;;;;Szpital;207;1;1;;;;;;;ABus;;;18,25,58.1;50,03,20.9;Brak;50;;Ryd Orlovska;Rydu³towy Bohaterów W-wyOrlovska;Ryd Orlovska;;Rydu³towy Bohaterów W-wyOrlovska;Rydu³towy Bohaterów W-wyOrlovska;BohaterówWarszawy;Rydu³towy;;RYDU£TOWY;;;420;.GRZEGORZ;24-11-2017;12:01:39;;;;;;;
761;Raciborska;Rydu³towy Galeria;;;;Skrzy¿;421;0;1;;;;;;;ABus;;;18,24,47.5;50,04,25.4;Brak;50;;Ryd Galeria;Rydu³towy Galeria;Skrzy¿;;;;Raciborska;Rydu³towy;;RYDU£TOWY;;;864;.GRZEGORZ;10-12-2019;06:35:11;;;;;;;
762;Raciborska;Rydu³towy Galeria;;;;Or³owiec;421;1;0;;;;;;;ABus;;;18,24,38.3;50,04,23.6;Brak;50;;Ryd Galeria;Rydu³towy Galeria;Skrzy¿;;;;Raciborska;Rydu³towy;;RYDU£TOWY;;;865;ALASKA0;10-12-2019;06:40:33;;;;;;;
763;Ofiar Terroru;Rydu³towy Kopalnia;;;;Kon;220;0;1;;;;;;;ABus;;;18,25,48.0;50,04,05.2;Brak;50;;Ryd Kopalnia;Rydu³towy Kopalnia;Ryd Kopalnia;;Rydu³towy Kopalnia;Rydu³towy Kopalnia;Ofiar Terroru;Rydu³towy;;RYDU£TOWY;;;452;.GRZEGORZ;23-09-2021;09:09:30;;;;;;;
764;Ofiar Terroru;Rydu³towy Kopalnia;;;;Mickiewicz;220;1;1;;;;;;;ABus;;;18,25,48.0;50,04,05.2;Brak;50;;Ryd Kopalnia;Rydu³towy Kopalnia;Ryd Kopalnia;;Rydu³towy Kopalnia;Rydu³towy Kopalnia;Ofiar Terroru;Rydu³towy;;RYDU£TOWY;;;453;.GRZEGORZ;23-09-2021;09:09:56;;;;;;;
765;Raciborska;Rydu³towy Kowalski;;;;Or³owiec;118;0;1;;;;;;;ABus;;;18,26,22.3;50,04,40.0;Brak;50;;Ryd Kowalski;Rydu³towy Kowalski;Ryd Kowalski;;Rydu³towy Kowalski;Rydu³towy Kowalski;Raciborska;Rydu³towy;;RYDU£TOWY;;;236;.GRZEGORZ;24-11-2017;08:59:01;;;;;;;
766;Raciborska;Rydu³towy Kowalski;;;;Piekarnia;118;1;1;;;;;;;ABus;;;18,26,22.3;50,04,40.0;Brak;50;;Ryd Kowalski;Rydu³towy Kowalski;Ryd Kowalski;;Rydu³towy Kowalski;Rydu³towy Kowalski;Raciborska;Rydu³towy;;RYDU£TOWY;;;237;.GRZEGORZ;11-05-2017;09:42:27;;;;;;;
767;Krzy¿kowicka;Rydu³towy Krzy¿kowickaJesionowa;;;;;354;0;1;;;;;;;ABus;;;18,23,59.0;50,03,32.7;Brak;50;;Ryd Jesionowa;Rydu³towy Krzy¿kowickaJesionowa;Ryd Jesionowa;;Rydu³towy Krzy¿kowickaJesionowa;Rydu³towy Krzy¿kowickaJesionowa;Krzy¿kowicka;Rydu³towy;;RYDU£TOWY;;;714;DBTARAN1;15-03-2018;13:43:03;;;;;;;
768;Krzy¿kowicka;Rydu³towy Krzy¿kowickaOrzechowa;;;;;355;0;1;;;;;;;ABus;;;18,24,29.1;50,03,28.4;Brak;50;;Ryd Krzy¿kowick;Rydu³towy Krzy¿kowickaOrzechowa;Ryd Krzy¿kowick;;Rydu³towy Krzy¿kowickaOrzechowa;Rydu³towy Krzy¿kowickaOrzechowa;Krzy¿kowicka;Rydu³towy;;RYDU£TOWY;;;715;DBTARAN1;15-03-2018;13:43:03;;;;;;;
769;Mickiewicza;Rydu³towy Mickiewicza;;;;Or³owiec;120;1;1;;;;;;;ABus;;;18,25,09.8;50,04,19.9;Brak;50;;Ryd Mickiewicza;Rydu³towy Mickiewicza;Ryd Mickiewicza;;Rydu³towy Mickiewicza;Rydu³towy Mickiewicza;Mickiewicza;Rydu³towy;;RYDU£TOWY;;;241;.GRZEGORZ;11-05-2017;09:42:35;;;;;;;
770;Mickiewicza;Rydu³towy Mickiewicza;;;;PKP;120;0;1;;;;;;;ABus;;;18,25,09.2;50,04,21.0;Brak;50;;Ryd Mickiewicza;Rydu³towy Mickiewicza;Ryd Mickiewicza;;Rydu³towy Mickiewicza;Rydu³towy Mickiewicza;Mickiewicza;Rydu³towy;;RYDU£TOWY;;;240;.GRZEGORZ;24-11-2017;08:59:01;;;;;;;
771;Obywatelska;Rydu³towy Obywatelska;;;;Kop;422;0;1;;;;;;;ABus;;;18,25,33.8;50,04,25.2;Brak;50;;Ryd Obyw;Rydu³towy Obywatelska;Ryd Obyw;;Rydu³towy Obywatelska;Rydu³towy Obywatelska;Obywatelska;Rydu³towy;;RYDU£TOWY;;;866;.GRZEGORZ;09-06-2020;11:38:55;;;;;;;
772;Obywatelska;Rydu³towy Obywatelska;;;;Ryb;422;1;1;;;;;;;ABus;;;18,25,33.8;50,04,25.2;Brak;50;;Ryd Obyw;Rydu³towy Obywatelska;Ryd Obyw;;Rydu³towy Obywatelska;Rydu³towy Obywatelska;Obywatelska;Rydu³towy;;RYDU£TOWY;;;867;.GRZEGORZ;09-06-2020;11:39:16;;;;;;;
773;Ofiar Terroru;Rydu³towy Ofiar Terroru;;;;Mickiewicz;121;1;1;;;;;;;ABus;;;18,25,27.8;50,03,54.0;Brak;50;;Ryd Ofiar T;Rydu³towy Ofiar Terroru;Ryd Ofiar T;;Rydu³towy Ofiar Terroru;Rydu³towy Ofiar Terroru;Ofiar Terroru;Rydu³towy;;RYDU£TOWY;;;243;.GRZEGORZ;21-06-2017;07:01:52;;;;;;;
774;Ofiar Terroru;Rydu³towy Ofiar Terroru;;;;Rynek;121;0;1;;;;;;;ABus;;;18,25,31.3;50,03,56.1;Brak;50;;Ryd Ofiar T;Rydu³towy Ofiar Terroru;Ryd Ofiar T;;Rydu³towy Ofiar Terroru;Rydu³towy Ofiar Terroru;Ofiar Terroru;Rydu³towy;;RYDU£TOWY;;;242;.GRZEGORZ;21-06-2017;07:02:18;;;;;;;
775;Raciborska;Rydu³towy Or³owiec;;;;Mickiewicz;119;0;1;;;;;;;ABus;;;18,25,17.8;50,04,30.7;Brak;50;;Ryd Or³owiec;Rydu³towy Or³owiec;Ryd Or³owiec;;Rydu³towy Or³owiec;Rydu³towy Or³owiec;Raciborska;Rydu³towy;;RYDU£TOWY;;;238;.GRZEGORZ;24-11-2017;08:59:01;;;;;;;
776;Piecowska;Rydu³towy Or³owiec;;;;Mickiewi28;119;2;1;;;;;;;ABus;;;18,25,17.9;50,04,30.7;Brak;50;;Ryd Or³owiec;Rydu³towy Or³owiec;Ryd Or³owiec;;Rydu³towy Or³owiec;Rydu³towy Or³owiec;Piecowska;Rydu³towy;;RYDU£TOWY;;;387;.GRZEGORZ;11-05-2017;09:42:42;;;;;;;
777;Piecowska;Rydu³towy Or³owiec;;;;Piece;119;3;1;;;;;;;ABus;;;18,25,22.1;50,04,32.9;Brak;50;;Ryd Or³owiec;Rydu³towy Or³owiec;Ryd Or³owiec;;Rydu³towy Or³owiec;Rydu³towy Or³owiec;Piecowska;Rydu³towy;;RYDU£TOWY;;;388;.GRZEGORZ;11-05-2017;09:42:42;;;;;;;
778;Raciborska;Rydu³towy Or³owiec;;;;Kowalski;119;1;1;;;;;;;ABus;;;18,25,26.0;50,04,32.2;Brak;50;;Ryd Or³owiec;Rydu³towy Or³owiec;Ryd Or³owiec;;Rydu³towy Or³owiec;Rydu³towy Or³owiec;Raciborska;Rydu³towy;;RYDU£TOWY;;;239;.GRZEGORZ;11-05-2017;09:42:42;;;;;;;
